song_id,song_name,artist,genre,language,duration_sec,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo_bpm
S0212,Song_0212,Artist_052,Indie,Telugu,315,4,0.51,0.556,-12.7,0.155,0.897,0.335,0.142,0.082,117.97
S0213,Song_0213,Artist_074,Lo-Fi,English,190,95,0.927,0.387,-5.96,0.232,0.055,0.207,0.597,0.145,89.21
S0214,Song_0214,Artist_095,Indie,English,322,18,0.464,0.75,-6.99,0.147,0.809,0.505,0.493,0.609,154.49
S0215,Song_0215,Artist_053,Classical,Telugu,237,80,0.913,0.935,-8.72,0.032,0.948,0.121,0.535,0.863,152.02
S0216,Song_0216,Artist_087,Electronic,Hindi,317,36,0.965,0.911,-9.93,0.107,0.844,0.288,0.037,0.161,79.93
S0217,Song_0217,Artist_052,Hip-Hop,English,259,25,0.716,0.634,-3.18,0.11,0.772,0.822,0.744,0.47,178.92
S0218,Song_0218,Artist_030,Indie,Telugu,269,87,0.837,0.534,-14.62,0.255,0.362,0.368,0.081,0.897,68.37
S0219,Song_0219,Artist_033,Hip-Hop,Hindi,246,76,0.785,0.829,-5,0.203,0.227,0.673,0.312,0.807,67.15
S0220,Song_0220,Artist_057,Lo-Fi,Telugu,294,98,0.746,0.717,-3.28,0.097,0.701,0.102,0.34,0.533,84.36
S0221,Song_0221,Artist_052,R&B,Telugu,206,36,0.439,0.302,-9.2,0.291,0.296,0.223,0.031,0.768,178.23
S0222,Song_0222,Artist_009,Hip-Hop,Hindi,279,67,0.245,0.831,-7.84,0.11,0.175,0.727,0.413,0.536,127.6
S0223,Song_0223,Artist_054,R&B,Hindi,245,9,0.468,0.506,-2.72,0.3,0.749,0.687,0.61,0.197,162.43
S0224,Song_0224,Artist_001,Rock,English,270,61,0.72,0.307,-12.24,0.299,0.304,0.348,0.664,0.166,89.62
S0225,Song_0225,Artist_044,Electronic,English,211,53,0.28,0.384,-8.24,0.074,0.87,0.859,0.707,0.225,123.73
S0226,Song_0226,Artist_099,Indie,English,286,18,0.209,0.372,-8.83,0.108,0.8,0.82,0.406,0.376,106.58
S0227,Song_0227,Artist_075,Rock,Hindi,217,43,0.309,0.581,-11.64,0.156,0.807,0.866,0.516,0.915,167.62
S0228,Song_0228,Artist_098,Rock,Hindi,230,35,0.758,0.345,-4.36,0.206,0.735,0.385,0.091,0.794,62.94
S0229,Song_0229,Artist_080,Country,English,166,63,0.959,0.253,-3.31,0.168,0.838,0.178,0.406,0.453,91.7
S0230,Song_0230,Artist_009,Pop,English,266,98,0.967,0.253,-4.83,0.291,0.767,0.564,0.149,0.509,79.83
S0231,Song_0231,Artist_032,Classical,Hindi,199,78,0.585,0.634,-12.46,0.223,0.576,0.616,0.315,0.297,171.69
S0232,Song_0232,Artist_015,R&B,English,261,4,0.878,0.76,-13.87,0.079,0.288,0.113,0.284,0.705,120.78
S0233,Song_0233,Artist_012,Country,Telugu,243,93,0.775,0.417,-7.13,0.049,0.845,0.708,0.356,0.797,112.55
S0234,Song_0234,Artist_097,Pop,English,317,41,0.591,0.179,-14.26,0.213,0.8,0.016,0.47,0.272,118.43
S0235,Song_0235,Artist_078,Classical,Hindi,335,45,0.647,0.256,-6.25,0.064,0.455,0.434,0.725,0.089,186.35
S0236,Song_0236,Artist_057,R&B,Spanish,352,50,0.307,0.909,-8.1,0.241,0.047,0.298,0.334,0.63,170.53
S0237,Song_0237,Artist_008,Electronic,English,234,79,0.931,0.56,-6.38,0.107,0.61,0.666,0.785,0.573,151.83
S0238,Song_0238,Artist_072,Classical,Hindi,298,28,0.475,0.526,-7.33,0.112,0.058,0.281,0.614,0.424,97.76
S0239,Song_0239,Artist_027,Indie,English,295,42,0.548,0.182,-9.5,0.023,0.881,0.744,0.424,0.649,81.47
S0240,Song_0240,Artist_062,Rock,Hindi,332,80,0.724,0.755,-12.39,0.216,0.914,0.535,0.526,0.562,179.79
S0241,Song_0241,Artist_012,Pop,Hindi,306,76,0.46,0.588,-11.03,0.052,0.188,0.715,0.109,0.283,115
S0242,Song_0242,Artist_065,Pop,English,301,69,0.398,0.318,-8.18,0.236,0.646,0.89,0.68,0.42,96.24
S0243,Song_0243,Artist_042,Pop,Hindi,223,98,0.692,0.241,-6.53,0.158,0.097,0.611,0.478,0.448,121.22
S0244,Song_0244,Artist_062,R&B,Tamil,258,1,0.219,0.468,-4.87,0.24,0.696,0.886,0.789,0.869,179.32
S0245,Song_0245,Artist_011,Indie,English,294,39,0.762,0.845,-5.03,0.183,0.336,0.026,0.52,0.944,110.32
S0246,Song_0246,Artist_043,Classical,English,167,96,0.601,0.868,-2.36,0.043,0.65,0.304,0.672,0.88,133.14
S0247,Song_0247,Artist_095,Rock,Tamil,191,90,0.672,0.65,-11.28,0.234,0.361,0.097,0.646,0.719,164.39
S0248,Song_0248,Artist_017,Indie,Hindi,250,17,0.693,0.754,-14.08,0.04,0.147,0.236,0.296,0.594,115.53
S0249,Song_0249,Artist_097,Country,Tamil,194,91,0.611,0.246,-10.51,0.154,0.392,0.755,0.23,0.691,90.36
S0250,Song_0250,Artist_032,Electronic,Hindi,231,88,0.654,0.638,-5.34,0.068,0.116,0.029,0.361,0.923,189.29
S0251,Song_0251,Artist_093,Hip-Hop,Telugu,166,35,0.733,0.704,-9.3,0.231,0.552,0.468,0.39,0.282,184.35
S0252,Song_0252,Artist_085,Indie,English,222,46,0.787,0.317,-4.37,0.275,0.048,0.51,0.215,0.548,169.65
S0253,Song_0253,Artist_085,Country,Telugu,163,42,0.767,0.881,-7.86,0.175,0.506,0.505,0.719,0.691,149.49
S0254,Song_0254,Artist_040,Rock,Tamil,326,39,0.878,0.312,-2.91,0.168,0.843,0.428,0.448,0.682,98.33
S0255,Song_0255,Artist_023,Hip-Hop,Hindi,306,90,0.348,0.41,-2.68,0.234,0.798,0.712,0.783,0.285,178.74
S0256,Song_0256,Artist_056,Hip-Hop,English,281,49,0.513,0.665,-14.1,0.021,0.84,0.12,0.654,0.596,95.82
S0257,Song_0257,Artist_006,Indie,English,231,62,0.939,0.68,-9.07,0.277,0.877,0.28,0.458,0.79,164.11
S0258,Song_0258,Artist_086,Pop,English,297,38,0.509,0.73,-7.07,0.075,0.108,0.554,0.759,0.492,179.37
S0259,Song_0259,Artist_050,Jazz,English,269,23,0.297,0.243,-11.67,0.296,0.131,0.622,0.419,0.788,138.39
S0260,Song_0260,Artist_037,Rock,English,269,22,0.61,0.855,-9.71,0.226,0.534,0.364,0.713,0.385,164.4
S0261,Song_0261,Artist_064,Pop,Hindi,196,4,0.285,0.592,-6.19,0.237,0.85,0.788,0.306,0.923,162.92
S0262,Song_0262,Artist_054,Rock,Hindi,256,49,0.358,0.541,-12.05,0.204,0.926,0.374,0.322,0.547,85.11
S0263,Song_0263,Artist_072,Jazz,English,257,59,0.979,0.964,-7.17,0.152,0.053,0.362,0.352,0.604,146.83
S0264,Song_0264,Artist_049,Electronic,Hindi,158,73,0.622,0.765,-5.93,0.18,0.344,0.033,0.451,0.079,72.15
S0265,Song_0265,Artist_099,Jazz,English,354,68,0.422,0.248,-13.82,0.033,0.21,0.496,0.456,0.208,126.02
S0266,Song_0266,Artist_011,Lo-Fi,English,228,71,0.976,0.778,-8.53,0.195,0.721,0.638,0.412,0.639,81.09
S0267,Song_0267,Artist_088,Indie,English,304,87,0.954,0.229,-11.58,0.195,0.612,0.103,0.266,0.44,114.13
S0268,Song_0268,Artist_049,Indie,Hindi,164,2,0.544,0.173,-5.58,0.27,0.123,0.275,0.744,0.523,168.29
S0269,Song_0269,Artist_021,Country,English,168,49,0.403,0.485,-12.54,0.162,0.465,0.703,0.483,0.109,188.33
S0270,Song_0270,Artist_066,Pop,English,239,88,0.854,0.975,-3.4,0.042,0.654,0.329,0.344,0.826,101.33
S0271,Song_0271,Artist_063,Country,English,329,95,0.758,0.295,-9.4,0.106,0.742,0.217,0.531,0.78,129.15
S0272,Song_0272,Artist_083,Lo-Fi,Telugu,175,31,0.736,0.708,-12.43,0.204,0.029,0.605,0.621,0.222,126.47
S0273,Song_0273,Artist_028,Jazz,English,303,40,0.897,0.294,-9.31,0.087,0.847,0.177,0.77,0.64,184.07
S0274,Song_0274,Artist_017,Indie,Hindi,303,48,0.738,0.752,-9.69,0.099,0.545,0.806,0.415,0.811,122.22
S0275,Song_0275,Artist_006,R&B,Hindi,323,51,0.421,0.569,-9.42,0.25,0.773,0.095,0.116,0.646,150.88
S0276,Song_0276,Artist_019,Jazz,Telugu,241,43,0.741,0.714,-7.39,0.184,0.769,0.636,0.369,0.339,179.83
S0277,Song_0277,Artist_056,Jazz,Spanish,326,98,0.439,0.318,-8.22,0.162,0.188,0.45,0.399,0.66,108.54
S0278,Song_0278,Artist_028,Lo-Fi,English,231,55,0.792,0.769,-13.05,0.109,0.114,0.783,0.721,0.246,177.28
S0279,Song_0279,Artist_066,Electronic,English,330,88,0.683,0.976,-14.15,0.225,0.688,0.114,0.334,0.346,179.27
S0280,Song_0280,Artist_038,Rock,Tamil,280,49,0.26,0.702,-5.52,0.101,0.157,0.61,0.764,0.273,180.99
S0281,Song_0281,Artist_037,Lo-Fi,Hindi,343,90,0.6,0.56,-7.72,0.226,0.809,0.515,0.404,0.568,95.16
S0282,Song_0282,Artist_068,Rock,Hindi,191,80,0.468,0.916,-10.33,0.04,0.693,0.432,0.78,0.151,112.05
S0283,Song_0283,Artist_086,Indie,Hindi,168,57,0.456,0.163,-4.49,0.262,0.801,0.442,0.036,0.918,173.15
S0284,Song_0284,Artist_090,Lo-Fi,Telugu,166,77,0.67,0.756,-9.96,0.16,0.291,0.65,0.722,0.36,106.69
S0285,Song_0285,Artist_049,Rock,Spanish,310,15,0.451,0.888,-4.65,0.143,0.308,0.844,0.747,0.254,138.03
S0286,Song_0286,Artist_043,Country,Spanish,225,27,0.806,0.201,-11.03,0.191,0.641,0.082,0.77,0.512,75.35
S0287,Song_0287,Artist_036,Lo-Fi,Telugu,326,68,0.255,0.524,-14.05,0.195,0.04,0.018,0.04,0.308,67.32
S0288,Song_0288,Artist_058,Indie,English,333,80,0.715,0.32,-2.88,0.057,0.693,0.725,0.162,0.547,113.56
S0289,Song_0289,Artist_013,Lo-Fi,Tamil,212,64,0.831,0.62,-9.87,0.232,0.796,0.097,0.533,0.374,135.26
S0290,Song_0290,Artist_052,Indie,English,280,94,0.725,0.689,-4.69,0.097,0.4,0.888,0.05,0.173,111.05
S0291,Song_0291,Artist_058,Lo-Fi,English,256,30,0.588,0.401,-11.37,0.273,0.729,0.557,0.079,0.297,135.11
S0292,Song_0292,Artist_032,Rock,Tamil,198,36,0.941,0.532,-6.6,0.249,0.174,0.586,0.2,0.458,126.96
S0293,Song_0293,Artist_081,Electronic,English,204,67,0.434,0.382,-3.65,0.117,0.313,0.179,0.425,0.078,149.14
S0294,Song_0294,Artist_100,Classical,English,303,86,0.215,0.457,-14.46,0.246,0.926,0.216,0.45,0.767,144.44
S0295,Song_0295,Artist_060,Rock,English,248,86,0.537,0.282,-4.2,0.12,0.937,0.593,0.056,0.628,115.15
S0296,Song_0296,Artist_083,Pop,Tamil,349,49,0.226,0.885,-7.57,0.048,0.492,0.819,0.161,0.609,115.25
S0297,Song_0297,Artist_058,Hip-Hop,Hindi,201,76,0.944,0.158,-7.1,0.289,0.888,0.884,0.415,0.558,78.3
S0298,Song_0298,Artist_099,Electronic,Telugu,249,55,0.364,0.882,-8.2,0.203,0.501,0.178,0.487,0.599,126.72
S0299,Song_0299,Artist_056,Country,English,266,85,0.815,0.624,-3.63,0.148,0.284,0.121,0.144,0.919,136.33
S0300,Song_0300,Artist_028,Jazz,Telugu,267,56,0.804,0.425,-14.44,0.131,0.261,0.051,0.337,0.058,121.94
S0301,Song_0301,Artist_001,Rock,Telugu,156,68,0.37,0.75,-11.61,0.111,0.884,0.781,0.726,0.094,102.34
S0302,Song_0302,Artist_042,Lo-Fi,English,195,95,0.685,0.571,-3.62,0.295,0.172,0.265,0.799,0.228,153.81
S0303,Song_0303,Artist_082,Rock,English,195,44,0.238,0.564,-5.22,0.058,0.555,0.002,0.79,0.206,69.71
S0304,Song_0304,Artist_048,R&B,English,249,31,0.577,0.241,-14.77,0.108,0.532,0.201,0.709,0.219,178.88
S0305,Song_0305,Artist_040,Electronic,Spanish,293,58,0.211,0.473,-8.28,0.156,0.705,0.306,0.334,0.675,62.68
S0306,Song_0306,Artist_097,Classical,Hindi,301,87,0.918,0.35,-8.12,0.154,0.479,0.892,0.559,0.477,185.11
S0307,Song_0307,Artist_063,Country,Spanish,338,53,0.961,0.163,-9.79,0.152,0.266,0.471,0.351,0.972,120.11
S0308,Song_0308,Artist_076,R&B,English,203,84,0.373,0.449,-11.13,0.069,0.169,0.184,0.529,0.261,113.65
S0309,Song_0309,Artist_072,Indie,Telugu,211,79,0.362,0.225,-6.14,0.061,0.594,0.301,0.268,0.339,93.34
S0310,Song_0310,Artist_088,R&B,Telugu,278,23,0.788,0.363,-12.3,0.091,0.686,0.297,0.497,0.965,61.31
S0311,Song_0311,Artist_080,Rock,Telugu,198,28,0.398,0.227,-4.61,0.276,0.545,0.018,0.433,0.824,95.72
S0312,Song_0312,Artist_004,Country,Spanish,174,16,0.898,0.234,-4.56,0.052,0.704,0.122,0.049,0.487,74.22
S0313,Song_0313,Artist_038,Rock,English,159,37,0.648,0.315,-9.6,0.232,0.143,0.626,0.639,0.566,145.78
S0314,Song_0314,Artist_027,Indie,English,267,21,0.474,0.98,-11.31,0.232,0.84,0.108,0.039,0.834,101.48
S0315,Song_0315,Artist_009,Jazz,Telugu,357,79,0.85,0.152,-11.31,0.247,0.557,0.208,0.256,0.497,159.73
S0316,Song_0316,Artist_016,Country,Telugu,293,17,0.585,0.68,-8.73,0.268,0.129,0.316,0.035,0.242,86.9
S0317,Song_0317,Artist_056,Jazz,Hindi,335,37,0.911,0.267,-5.65,0.094,0.444,0.682,0.32,0.82,177.03
S0318,Song_0318,Artist_076,Electronic,English,349,77,0.924,0.914,-10.33,0.083,0.804,0.524,0.079,0.55,127.99
S0319,Song_0319,Artist_031,Electronic,Hindi,306,19,0.329,0.228,-7.07,0.15,0.854,0.62,0.733,0.192,74.89
S0320,Song_0320,Artist_088,Jazz,English,241,30,0.202,0.943,-10.03,0.094,0.259,0.51,0.35,0.52,112.11
S0321,Song_0321,Artist_014,Electronic,English,283,45,0.967,0.657,-11.04,0.226,0.679,0.615,0.384,0.434,86.88
S0322,Song_0322,Artist_025,Country,Hindi,293,18,0.907,0.151,-14.68,0.198,0.104,0.003,0.299,0.865,85.96
S0323,Song_0323,Artist_034,Lo-Fi,Telugu,297,78,0.243,0.892,-14.95,0.265,0.042,0.838,0.513,0.167,125.83
S0324,Song_0324,Artist_067,Pop,English,229,62,0.85,0.583,-12.05,0.043,0.537,0.1,0.634,0.864,147.35
S0325,Song_0325,Artist_024,Electronic,English,220,36,0.557,0.368,-9.72,0.276,0.663,0.366,0.529,0.526,178.51
S0326,Song_0326,Artist_073,Electronic,English,227,100,0.402,0.787,-3.93,0.102,0.758,0.694,0.606,0.426,125.28
S0327,Song_0327,Artist_026,Rock,English,192,84,0.885,0.919,-4.62,0.157,0.33,0.392,0.728,0.201,185.56
S0328,Song_0328,Artist_020,Jazz,Telugu,303,52,0.353,0.551,-11.53,0.143,0.016,0.852,0.695,0.702,182.41
S0329,Song_0329,Artist_064,Hip-Hop,Tamil,239,19,0.939,0.412,-11.82,0.233,0.461,0.421,0.549,0.912,172.46
S0330,Song_0330,Artist_010,Classical,English,227,44,0.36,0.805,-12.04,0.138,0.025,0.787,0.195,0.399,125
S0331,Song_0331,Artist_083,R&B,Telugu,348,7,0.679,0.716,-10.59,0.284,0.096,0.73,0.521,0.275,78.32
S0332,Song_0332,Artist_067,Electronic,Tamil,310,44,0.374,0.888,-8.52,0.273,0.317,0.883,0.42,0.566,88.33
S0333,Song_0333,Artist_024,R&B,Tamil,175,68,0.626,0.725,-9.3,0.264,0.421,0.834,0.582,0.79,144.2
S0334,Song_0334,Artist_005,Country,English,270,34,0.734,0.352,-12.16,0.04,0.273,0.808,0.671,0.054,114.83
S0335,Song_0335,Artist_067,Hip-Hop,Spanish,194,66,0.348,0.923,-13.3,0.259,0.557,0.658,0.602,0.637,79.08
S0336,Song_0336,Artist_058,Classical,English,212,69,0.606,0.237,-14.84,0.239,0.062,0.33,0.682,0.605,122.27
S0337,Song_0337,Artist_027,Jazz,English,344,55,0.566,0.372,-13,0.049,0.146,0.096,0.079,0.346,62.27
S0338,Song_0338,Artist_080,Pop,English,329,10,0.255,0.582,-5.83,0.05,0.664,0.62,0.054,0.47,155.41
S0339,Song_0339,Artist_015,Classical,Hindi,217,96,0.838,0.62,-11.83,0.048,0.144,0.881,0.229,0.28,69.57
S0340,Song_0340,Artist_035,Classical,English,303,42,0.462,0.163,-8.91,0.023,0.611,0.654,0.724,0.785,141.78
S0341,Song_0341,Artist_076,Pop,English,352,41,0.648,0.798,-7.31,0.174,0.061,0.836,0.664,0.64,163.09
S0342,Song_0342,Artist_053,Lo-Fi,English,151,77,0.602,0.45,-3.47,0.293,0.393,0.724,0.556,0.545,77.24
S0343,Song_0343,Artist_044,Jazz,Telugu,291,69,0.6,0.487,-3.44,0.143,0.177,0.147,0.57,0.415,127.42
S0344,Song_0344,Artist_026,Rock,Tamil,257,10,0.284,0.822,-5.31,0.171,0.113,0.224,0.59,0.321,161.28
S0345,Song_0345,Artist_047,R&B,English,179,10,0.53,0.465,-14.54,0.291,0.543,0.308,0.756,0.815,93.88
S0346,Song_0346,Artist_034,Electronic,Tamil,198,91,0.553,0.189,-7.52,0.091,0.883,0.151,0.671,0.47,81.18
S0347,Song_0347,Artist_087,Classical,Tamil,289,60,0.772,0.296,-4.77,0.26,0.061,0.523,0.51,0.516,103.79
S0348,Song_0348,Artist_095,Country,Telugu,193,51,0.855,0.943,-14.78,0.173,0.406,0.878,0.543,0.534,132.11
S0349,Song_0349,Artist_050,Pop,English,310,21,0.625,0.208,-7.85,0.179,0.675,0.685,0.195,0.467,134.79
S0350,Song_0350,Artist_084,R&B,Telugu,162,8,0.268,0.445,-3.85,0.116,0.445,0.381,0.536,0.288,77.01
S0351,Song_0351,Artist_012,Hip-Hop,Spanish,227,65,0.385,0.568,-8.84,0.177,0.768,0.004,0.357,0.162,119.48
S0352,Song_0352,Artist_087,Pop,Telugu,275,92,0.329,0.559,-14.95,0.04,0.179,0.282,0.148,0.142,94.88
S0353,Song_0353,Artist_004,Hip-Hop,English,247,78,0.297,0.153,-14.86,0.234,0.912,0.474,0.651,0.754,169.46
S0354,Song_0354,Artist_087,Jazz,Hindi,175,85,0.485,0.566,-9.58,0.1,0.372,0.292,0.423,0.258,100.76
S0355,Song_0355,Artist_048,Classical,Hindi,298,30,0.379,0.469,-12.98,0.269,0.331,0.1,0.783,0.102,169.03
S0356,Song_0356,Artist_055,Country,Hindi,305,85,0.37,0.957,-6.36,0.123,0.832,0.398,0.247,0.792,115.71
S0357,Song_0357,Artist_001,Electronic,English,197,49,0.243,0.282,-5.79,0.06,0.54,0.228,0.4,0.193,154.46
S0358,Song_0358,Artist_089,Hip-Hop,English,317,9,0.214,0.444,-12.69,0.215,0.495,0.818,0.375,0.631,126.31
S0359,Song_0359,Artist_066,R&B,Telugu,215,17,0.28,0.498,-3.45,0.066,0.693,0.092,0.123,0.365,140.86
S0360,Song_0360,Artist_030,Lo-Fi,Tamil,350,69,0.334,0.474,-9.26,0.231,0.555,0.044,0.358,0.168,111.4
S0361,Song_0361,Artist_003,Jazz,English,236,58,0.536,0.703,-13.14,0.291,0.163,0.005,0.251,0.435,159.87
S0362,Song_0362,Artist_021,Lo-Fi,Spanish,228,57,0.598,0.329,-5.06,0.238,0.644,0.295,0.153,0.064,115.27
S0363,Song_0363,Artist_089,Jazz,English,354,62,0.31,0.333,-4.73,0.026,0.135,0.594,0.247,0.832,119.47
S0364,Song_0364,Artist_084,Rock,Hindi,172,95,0.531,0.755,-6.69,0.188,0.768,0.657,0.21,0.528,127.3
S0365,Song_0365,Artist_049,R&B,Telugu,230,52,0.467,0.565,-3.9,0.215,0.94,0.408,0.595,0.179,168.14
S0366,Song_0366,Artist_086,Lo-Fi,Telugu,197,61,0.343,0.495,-5.41,0.251,0.365,0.616,0.054,0.27,145.72
S0367,Song_0367,Artist_085,Country,Spanish,273,40,0.205,0.29,-3.53,0.036,0.428,0.324,0.505,0.467,105.39
S0368,Song_0368,Artist_062,Classical,English,279,38,0.564,0.306,-9.36,0.154,0.054,0.601,0.616,0.226,147.14
S0369,Song_0369,Artist_097,Pop,Tamil,233,43,0.735,0.159,-5.28,0.17,0.023,0.037,0.4,0.3,143.52
S0370,Song_0370,Artist_038,Electronic,English,169,63,0.376,0.226,-2,0.067,0.876,0.352,0.747,0.547,181.03
S0371,Song_0371,Artist_015,Classical,Telugu,336,19,0.303,0.612,-5.58,0.11,0.131,0.712,0.575,0.824,169.38
S0372,Song_0372,Artist_052,Classical,Telugu,195,100,0.892,0.89,-13.52,0.143,0.429,0.723,0.606,0.424,144.17
S0373,Song_0373,Artist_079,Jazz,Telugu,280,50,0.415,0.388,-8.26,0.253,0.776,0.645,0.182,0.717,104.4
S0374,Song_0374,Artist_046,Country,English,332,33,0.374,0.422,-7.36,0.28,0.846,0.184,0.629,0.865,161.34
S0375,Song_0375,Artist_025,Jazz,Tamil,161,13,0.869,0.246,-12.74,0.196,0.498,0.222,0.671,0.251,134.78
S0376,Song_0376,Artist_021,Indie,English,189,78,0.837,0.473,-2.48,0.131,0.541,0.896,0.308,0.801,188.09
S0377,Song_0377,Artist_088,Hip-Hop,English,215,97,0.55,0.181,-12.72,0.091,0.64,0.093,0.194,0.754,92.18
S0378,Song_0378,Artist_005,Electronic,Telugu,249,62,0.582,0.912,-12.69,0.295,0.914,0.163,0.326,0.382,70.36
S0379,Song_0379,Artist_070,Hip-Hop,Hindi,227,93,0.37,0.709,-3.1,0.295,0.577,0.117,0.599,0.97,69.09
S0380,Song_0380,Artist_047,Pop,Tamil,165,43,0.261,0.972,-8.95,0.279,0.536,0.295,0.352,0.294,143.2
S0381,Song_0381,Artist_087,Indie,English,232,49,0.647,0.883,-14.18,0.24,0.024,0.189,0.597,0.287,182.1
S0382,Song_0382,Artist_068,R&B,English,311,36,0.277,0.543,-7.22,0.111,0.086,0.448,0.117,0.768,60.25
S0383,Song_0383,Artist_091,Pop,Tamil,193,10,0.55,0.581,-7.18,0.249,0.553,0.428,0.651,0.454,154.35
S0384,Song_0384,Artist_018,Pop,Hindi,283,95,0.934,0.308,-14.16,0.134,0.89,0.811,0.225,0.358,145.42
S0385,Song_0385,Artist_021,Rock,English,354,6,0.943,0.533,-2.36,0.111,0.825,0.031,0.222,0.216,155.2
S0386,Song_0386,Artist_092,Electronic,Telugu,341,57,0.387,0.9,-7.93,0.229,0.934,0.288,0.485,0.762,106.2
S0387,Song_0387,Artist_099,Jazz,Hindi,249,1,0.687,0.192,-7.72,0.042,0.506,0.537,0.084,0.781,166.66
S0388,Song_0388,Artist_086,Country,Hindi,171,71,0.57,0.867,-8.24,0.034,0.751,0.544,0.05,0.577,65.81
S0389,Song_0389,Artist_023,Hip-Hop,Hindi,167,58,0.883,0.433,-7.06,0.145,0.8,0.432,0.231,0.94,158.21
S0390,Song_0390,Artist_064,Pop,Tamil,161,91,0.412,0.897,-11.56,0.145,0.619,0.734,0.444,0.346,94.72
S0391,Song_0391,Artist_067,Hip-Hop,Tamil,329,21,0.203,0.931,-11.27,0.271,0.328,0.056,0.729,0.254,121.99
S0392,Song_0392,Artist_040,Hip-Hop,Telugu,272,92,0.327,0.707,-8.35,0.055,0.452,0.734,0.682,0.68,166.94
S0393,Song_0393,Artist_010,R&B,English,266,80,0.473,0.701,-4.51,0.055,0.816,0.445,0.408,0.755,95.28
S0394,Song_0394,Artist_089,Electronic,Tamil,200,56,0.446,0.526,-14.35,0.061,0.291,0.12,0.059,0.259,84.08
S0395,Song_0395,Artist_052,Electronic,Telugu,220,87,0.817,0.843,-7.16,0.028,0.878,0.797,0.442,0.121,148.57
S0396,Song_0396,Artist_072,Lo-Fi,Telugu,197,20,0.731,0.948,-4.51,0.04,0.226,0.584,0.573,0.804,129.34
S0397,Song_0397,Artist_075,Classical,English,168,54,0.434,0.793,-12.96,0.205,0.715,0.147,0.291,0.958,126.87
S0398,Song_0398,Artist_061,Electronic,Tamil,155,25,0.557,0.666,-14.8,0.141,0.603,0.03,0.116,0.65,93.38
S0399,Song_0399,Artist_064,Hip-Hop,Telugu,233,28,0.275,0.654,-10.93,0.234,0.715,0.127,0.244,0.308,64.53
S0400,Song_0400,Artist_005,Jazz,English,304,5,0.901,0.855,-7.35,0.298,0.421,0.548,0.624,0.977,113.33
S0401,Song_0401,Artist_053,Hip-Hop,English,202,21,0.93,0.599,-13.2,0.205,0.887,0.161,0.3,0.881,73.85
S0402,Song_0402,Artist_055,Jazz,Tamil,256,18,0.964,0.817,-9.46,0.034,0.605,0.203,0.655,0.527,177.78
S0403,Song_0403,Artist_037,Lo-Fi,English,250,47,0.877,0.572,-7.82,0.049,0.281,0.023,0.276,0.818,65.36
S0404,Song_0404,Artist_056,Jazz,Spanish,197,70,0.336,0.202,-7.21,0.267,0.61,0.651,0.156,0.809,116.11
S0405,Song_0405,Artist_059,Electronic,Telugu,284,57,0.236,0.469,-11.43,0.168,0.28,0.729,0.366,0.919,66.79
S0406,Song_0406,Artist_093,R&B,Hindi,336,93,0.652,0.519,-9.8,0.251,0.286,0.717,0.378,0.832,72.42
S0407,Song_0407,Artist_069,Jazz,English,218,19,0.912,0.268,-4.88,0.26,0.386,0.115,0.042,0.649,145.65
S0408,Song_0408,Artist_073,Hip-Hop,English,160,97,0.338,0.235,-2.76,0.28,0.811,0.813,0.12,0.617,144.12
S0409,Song_0409,Artist_059,Country,Spanish,292,65,0.205,0.594,-3.8,0.286,0.48,0.605,0.172,0.485,64.3
S0410,Song_0410,Artist_002,Electronic,English,341,3,0.828,0.221,-7.66,0.175,0.648,0.808,0.117,0.633,60.15
S0411,Song_0411,Artist_065,Country,Telugu,280,42,0.26,0.401,-9.67,0.115,0.378,0.402,0.293,0.79,70.25
S0412,Song_0412,Artist_060,Indie,English,271,21,0.523,0.768,-10.67,0.289,0.258,0.393,0.773,0.951,159.19
S0413,Song_0413,Artist_051,Indie,English,218,99,0.73,0.95,-13.38,0.173,0.907,0.706,0.422,0.485,135.99
S0414,Song_0414,Artist_030,Hip-Hop,English,172,40,0.385,0.746,-13.61,0.038,0.577,0.084,0.513,0.583,64.96
S0415,Song_0415,Artist_011,Indie,Hindi,330,67,0.265,0.974,-6.05,0.2,0.888,0.469,0.304,0.464,123.45
S0416,Song_0416,Artist_092,Classical,Spanish,186,25,0.801,0.73,-11.62,0.185,0.201,0.753,0.279,0.672,152.56
S0417,Song_0417,Artist_076,Lo-Fi,English,158,55,0.692,0.394,-11.69,0.271,0.148,0.747,0.048,0.636,172.96
S0418,Song_0418,Artist_039,Electronic,English,164,84,0.971,0.708,-2.02,0.203,0.814,0.861,0.415,0.067,181.42
S0419,Song_0419,Artist_090,Country,English,280,52,0.469,0.733,-12.56,0.118,0.65,0.628,0.402,0.553,102.57
S0420,Song_0420,Artist_077,Hip-Hop,Hindi,242,44,0.248,0.459,-13.08,0.291,0.185,0.187,0.152,0.132,77.66
S0421,Song_0421,Artist_072,Classical,English,347,98,0.773,0.165,-13.72,0.244,0.263,0.018,0.619,0.075,90.8
S0422,Song_0422,Artist_063,Hip-Hop,Tamil,166,85,0.607,0.734,-7.46,0.197,0.763,0.431,0.409,0.786,160.9
S0423,Song_0423,Artist_064,Classical,Hindi,303,56,0.366,0.168,-6.84,0.102,0.437,0.462,0.291,0.291,186.29
