user_id,age,gender,preferred_genre,preferred_language
U0797,26,Female,Rock,English
U0798,31,Female,Jazz,Telugu
U0799,23,Male,Hip-Hop,Hindi
U0800,19,Female,Country,Telugu
U0801,55,Female,Rock,Telugu
U0802,19,Male,Pop,Telugu
U0803,40,Male,Lo-Fi,Hindi
U0804,18,Male,Hip-Hop,English
U0805,47,Male,Pop,Telugu
U0806,18,Female,Classical,Hindi
U0807,42,Male,Indie,Telugu
U0808,44,Female,R&B,English
U0809,47,Female,R&B,English
U0810,34,Male,Pop,Tamil
U0811,36,Female,Lo-Fi,Telugu
U0812,20,Male,Classical,Tamil
U0813,33,Other,Country,Telugu
U0814,43,Female,Lo-Fi,Hindi
U0815,57,Female,Jazz,Hindi
U0816,37,Female,R&B,Tamil
U0817,36,Male,Jazz,Hindi
U0818,21,Female,Rock,Hindi
U0819,16,Female,Electronic,English
U0820,20,Female,Hip-Hop,Hindi
U0821,56,Female,Classical,Telugu
U0822,27,Female,Lo-Fi,English
U0823,41,Male,R&B,English
U0824,49,Male,Jazz,English
U0825,29,Female,Indie,English
U0826,41,Male,Rock,English
U0827,60,Female,Hip-Hop,English
U0828,42,Female,Hip-Hop,Tamil
U0829,24,Male,Lo-Fi,Hindi
U0830,41,Male,Classical,English
U0831,37,Female,Country,English
U0832,45,Male,Indie,Telugu
U0833,58,Female,Lo-Fi,English
U0834,32,Male,Jazz,Tamil
U0835,41,Female,Electronic,Hindi
U0836,51,Male,Pop,Telugu
U0837,16,Female,Country,English
U0838,23,Male,Classical,Telugu
U0839,50,Female,Rock,English
U0840,30,Male,Country,Spanish
U0841,37,Female,R&B,Hindi
U0842,29,Female,Classical,English
U0843,41,Male,Electronic,English
U0844,43,Male,R&B,English
U0845,38,Male,Country,Telugu
U0846,29,Female,Pop,English
U0847,39,Female,Pop,Hindi
U0848,17,Female,Electronic,English
U0849,60,Male,Hip-Hop,Hindi
U0850,41,Male,Indie,Telugu
U0851,29,Female,Rock,Telugu
U0852,22,Female,Hip-Hop,Telugu
U0853,18,Other,Pop,English
U0854,38,Male,Pop,English
U0855,58,Female,Jazz,Telugu
U0856,60,Male,R&B,English
U0857,33,Male,Country,English
U0858,53,Female,Rock,English
U0859,50,Female,Electronic,English
U0860,30,Other,Country,English
U0861,40,Male,Jazz,Tamil
U0862,52,Male,Pop,English
U0863,43,Female,Electronic,Hindi
U0864,25,Female,Pop,English
U0865,54,Male,Rock,Hindi
U0866,32,Male,R&B,English
U0867,54,Male,Country,Tamil
U0868,37,Female,Country,Tamil
U0869,41,Male,Hip-Hop,English
U0870,59,Male,Electronic,Tamil
U0871,40,Male,Indie,Spanish
U0872,32,Male,Jazz,Tamil
U0873,28,Male,Indie,Tamil
U0874,35,Female,Hip-Hop,English
U0875,40,Male,Rock,Hindi
U0876,19,Female,Jazz,English
U0877,25,Male,R&B,English
U0878,18,Female,Indie,Spanish
U0879,56,Female,R&B,English
U0880,60,Female,Indie,Telugu
U0881,33,Female,R&B,Telugu
U0882,51,Male,Indie,Tamil
U0883,37,Male,R&B,Spanish
U0884,49,Female,Hip-Hop,English
U0885,23,Other,Classical,English
U0886,55,Female,Jazz,English
U0887,59,Female,Electronic,English
U0888,34,Female,Rock,English
U0889,57,Male,Lo-Fi,English
U0890,56,Male,Pop,Telugu
U0891,52,Female,Electronic,Hindi
U0892,21,Female,Pop,English
U0893,41,Male,Jazz,Hindi
U0894,49,Female,Electronic,English
U0895,60,Male,R&B,English
U0896,21,Female,R&B,Telugu
U0897,52,Male,Lo-Fi,Hindi
U0898,48,Male,Pop,Telugu
U0899,37,Female,Rock,English
U0900,36,Male,Jazz,Tamil
U0901,21,Female,R&B,Hindi
U0902,21,Female,Classical,Hindi
U0903,19,Female,Hip-Hop,Hindi
U0904,45,Male,Hip-Hop,Tamil
U0905,26,Male,Indie,Hindi
U0906,45,Male,Rock,Hindi
U0907,46,Other,Hip-Hop,Spanish
U0908,39,Female,Indie,Telugu
U0909,24,Female,Pop,English
U0910,18,Female,R&B,Telugu
U0911,46,Female,R&B,English
U0912,55,Female,Classical,English
U0913,52,Male,Electronic,Hindi
U0914,51,Female,Hip-Hop,Spanish
U0915,39,Male,Pop,Spanish
U0916,46,Female,Country,English
U0917,21,Female,Hip-Hop,Hindi
U0918,17,Female,Rock,English
U0919,35,Male,Electronic,Spanish
U0920,43,Male,Hip-Hop,Spanish
U0921,26,Male,Pop,Hindi
U0922,19,Male,Hip-Hop,Telugu
U0923,30,Male,Rock,Telugu
U0924,21,Female,Country,Hindi
U0925,45,Female,Jazz,English
U0926,53,Male,Lo-Fi,Hindi
U0927,17,Male,Country,Telugu
U0928,30,Male,Indie,Telugu
U0929,26,Female,Hip-Hop,English
U0930,23,Female,R&B,Spanish
U0931,41,Female,Classical,English
U0932,60,Female,R&B,Hindi
U0933,59,Other,Country,Telugu
U0934,20,Female,R&B,Telugu
U0935,21,Male,Pop,Hindi
U0936,41,Female,R&B,English
U0937,19,Male,Electronic,English
U0938,34,Female,Jazz,Hindi
U0939,35,Male,Hip-Hop,Hindi
U0940,48,Female,R&B,English
U0941,35,Female,Rock,Telugu
U0942,27,Female,Jazz,Hindi
U0943,16,Female,Jazz,Hindi
U0944,41,Male,R&B,Tamil
U0945,29,Male,Jazz,English
U0946,53,Male,Classical,English
U0947,52,Male,R&B,Telugu
U0948,26,Female,Pop,Hindi
U0949,51,Male,Country,Telugu
U0950,28,Other,Electronic,Tamil
U0951,58,Female,Lo-Fi,Telugu
U0952,18,Female,Indie,Spanish
U0953,48,Male,Jazz,Hindi
U0954,21,Female,Pop,Hindi
U0955,25,Female,Hip-Hop,English
U0956,20,Female,Hip-Hop,English
U0957,38,Female,Indie,Hindi
U0958,25,Female,Electronic,English
U0959,59,Male,Jazz,Spanish
U0960,17,Female,Classical,Hindi
U0961,28,Male,Indie,Hindi
U0962,55,Male,Electronic,English
U0963,17,Male,Jazz,English
U0964,35,Male,Pop,English
U0965,16,Male,Country,English
U0966,52,Male,Classical,English
U0967,24,Other,Lo-Fi,Hindi
U0968,32,Female,Hip-Hop,Tamil
U0969,24,Other,Rock,Tamil
U0970,26,Male,Pop,Hindi
U0971,30,Male,Hip-Hop,English
U0972,39,Female,R&B,Tamil
U0973,53,Male,Rock,Tamil
U0974,50,Male,Hip-Hop,English
U0975,45,Female,Electronic,Telugu
U0976,46,Male,Classical,English
U0977,20,Female,Hip-Hop,Telugu
U0978,59,Female,Lo-Fi,Spanish
U0979,29,Male,Country,English
U0980,26,Male,Electronic,Tamil
U0981,24,Female,Pop,Hindi
U0982,49,Male,Pop,Spanish
U0983,27,Male,Pop,Hindi
U0984,50,Other,Pop,Tamil
U0985,50,Male,Country,English
U0986,16,Female,Hip-Hop,English
U0987,55,Other,Jazz,English
U0988,37,Male,Hip-Hop,Spanish
U0989,44,Male,R&B,Telugu
U0990,23,Male,Classical,Tamil
U0991,26,Male,Rock,Spanish
U0992,56,Male,Jazz,English
U0993,52,Female,Jazz,English
U0994,29,Male,Hip-Hop,English
U0995,45,Female,Jazz,English
U0996,50,Other,Indie,English
U0997,36,Female,Indie,Hindi
U0998,52,Female,R&B,English
U0999,20,Male,Rock,English
U1000,34,Female,Lo-Fi,English
